image_id,asymmetry,border,color,normalized_lesion_area,diameter_mm
mel_0019,0.08506402089264775,0.9247621561050143,0.14305254377360915,0.03384088010204082,2.490904802584112
mel_0020,0.08694833159032667,0.4390155438193708,0.29732719789861894,0.043287627551020405,2.8172033586847465
mel_0021,0.44425727775437585,0.7728393600893635,0.12496125319649924,0.1778938137755102,5.711060071355708
mel_0022,0.20326537797384425,0.4025514347314447,0.034800866392549555,0.08288823341836735,3.8983672258698983
mel_0023,0.1006213588305559,0.8067998350086593,0.07080401353122355,0.031568877551020405,2.4058352047561424
mel_0024,0.08891643688376516,0.3637212806794392,0.07231468911941041,0.14626514668367346,5.1785327944772614
mel_0025,0.10782314648259439,0.36610196454673416,0.03618659978224498,0.11088966836734694,4.509016740374098
mel_0026,0.44209623643618046,0.7087861499967457,0.045627758982467154,0.2911750637755102,7.306567402831907
mel_0027,0.10968368361554603,0.522332244084208,0.18704877699378197,0.10501036352040816,4.387856199960588
mel_0028,0.05985544352925498,0.5833229463624476,0.15710451611940746,0.07874282525510204,3.7996343209539507
mel_0029,0.3049283708302475,0.3948290915054199,0.04975525821891445,0.24982063137755103,6.767845816973593
mel_0030,0.22254334331403614,0.5760501273362761,0.12937781855748856,0.12486049107142858,4.784635130523122
mel_0031,0.07078585772833579,0.6393806468965386,0.16044595972111464,0.04143415178571429,2.756230483846151
mel_0032,0.2601813245022897,0.5730249442796247,0.0947090193380909,0.09199617346938775,4.106966752687171
mel_0033,0.14870912186489726,0.4720283244343849,0.14212078742152748,0.1092952806122449,4.476483727133927
mel_0034,0.23595597722279316,0.39364047292503335,0.23206849325806242,0.11571269132653061,4.606030429464487
mel_0035,0.2188462844876624,0.37804793179041785,0.08436996562791658,0.10758131377551021,4.44124495476099
mel_0036,0.14854239046670947,0.4792633982182197,0.09467842318575226,0.12741151147959184,4.833265353911619
mel_0037,0.36139924646276456,0.6069084112731554,0.17890978802064014,0.16222895408163265,5.453816097728028
mel_0038,0.203007195199147,0.5290756012214701,0.38188716714786647,0.08808992346938775,4.018828021172873
mel_0039,0.09312742251482686,0.41647942619462985,0.15370214916783645,0.08583785076530612,3.9671235206686846
nv_0000,0.12229641442534234,0.2011268159094216,0.049399263139882015,0.21390704719387754,6.262516047037939
nv_0001,0.06572519420110567,0.20704023852859488,0.0914775055743228,0.15953842474489796,5.408401880939884
nv_0002,0.13723958849048756,0.21244069468929838,0.15193547604025245,0.17229352678571427,5.620446081156371
nv_0003,0.07489879456286452,0.2157673826204607,0.09466723513952886,0.07001355229591837,3.5828395689562647
nv_0004,0.09477980648499995,0.2109823498410932,0.16243724937502957,0.12940449617346939,4.870919906795958
nv_0005,0.25435759920177836,0.20704023852859488,0.2181276615430164,0.15953842474489796,5.408401880939884
nv_0006,0.12644046560641353,0.20212859088131374,0.13299557411252097,0.22913345025510204,6.481575029546604
nv_0007,0.16419693818192704,0.20719269572225796,0.07859822650145203,0.1924625318877551,5.940314009631583
nv_0008,0.17168563403305692,0.19576244809008292,0.13018957758143054,0.23646763392857142,6.584490240691789
nv_0009,0.05002922782255326,0.21033625074885032,0.057031143729297434,0.09257413903061225,4.119847553883085
nv_0010,0.0493819936967419,0.19325434875699354,0.1452877550358741,0.1531608737244898,5.299198928426645
nv_0011,0.07816170194300609,0.2109823498410932,0.13915164822457685,0.12940449617346939,4.870919906795958
nv_0012,0.21274914564849523,0.2011268159094216,0.025960117022440832,0.21390704719387754,6.262516047037939
nv_0013,0.05524590094959858,0.1921705692653114,0.011944466338137442,0.11266342474489796,4.54493608082575
nv_0014,0.16419693818192704,0.20719269572225796,0.11972180725222481,0.1924625318877551,5.940314009631583
nv_0015,0.14621119823321804,0.21244069468929838,0.16219584796372505,0.17229352678571427,5.620446081156371
nv_0016,0.1783836465827502,0.2109823498410932,0.1647760442281464,0.12940449617346939,4.870919906795958
nv_0017,0.02867822381413332,0.19576244809008292,0.031440345060908106,0.23646763392857142,6.584490240691789
nv_0018,0.23275884422562443,0.21244069468929838,0.2646998750071128,0.17229352678571427,5.620446081156371
nv_0019,0.16259019361242988,0.19325434875699354,0.16931988137673284,0.1531608737244898,5.299198928426645
nv_0020,0.09815923425474049,0.21385417500840176,0.1536848750979472,0.1025390625,4.335917163960831
nv_0021,0.25435759920177836,0.20704023852859488,0.17359200649862072,0.15953842474489796,5.408401880939884
nv_0022,0.07780071681416256,0.19082699970266148,0.1119353204371642,0.08779097576530612,4.012002947431553
nv_0023,0.10067594657202894,0.20112679983635628,0.03128945357626512,0.10764110331632654,4.4424789195789
nv_0024,0.19925162834886223,0.20704023852859488,0.08510987126156105,0.15953842474489796,5.408401880939884
nv_0025,0.06953187258063365,0.21385417500840176,0.12646068004473437,0.1025390625,4.335917163960831
nv_0026,0.06158740849210065,0.21385417500840176,0.11400827121448973,0.1025390625,4.335917163960831
nv_0027,0.17728011395564125,0.18660531378579137,0.12238171588713302,0.07854352678571429,3.794822828178058
nv_0028,0.25980375946478607,0.1983645004023863,0.13592618610656643,0.16575653698979592,5.512792394776185
nv_0029,0.02589273176697915,0.20719269572225796,0.04546806525506975,0.1924625318877551,5.940314009631583
nv_0030,0.04041297297378943,0.21385417500840176,0.10739540813943292,0.1025390625,4.335917163960831
nv_0031,0.06765078060207608,0.19342211131732756,0.09453380318359414,0.12382413903061225,4.7647373294384945
nv_0032,0.06572519420110545,0.20704023852859488,0.08964059085429893,0.15953842474489796,5.408401880939884
nv_0033,0.14862161640953708,0.20112679983635628,0.20543391343603654,0.10764110331632654,4.4424789195789
nv_0034,0.1258522901278908,0.20719269572225796,0.0750687972436002,0.1924625318877551,5.940314009631583
nv_0035,0.1749576982400921,0.2027012490351492,0.10922095970206286,0.13490513392857142,4.9733674093126945
nv_0036,0.019380040428542245,0.20112679983635628,0.1146631494744835,0.10764110331632654,4.4424789195789
nv_0037,0.15187772771486152,0.19318866894232467,0.0726402307119525,0.1856066645408163,5.833552201584005
nv_0038,0.27180994185754326,0.201631439337712,0.041001629445999055,0.2684351084183674,7.015456942611022
nv_0039,0.24594384074012177,0.20084334547259752,0.02553819560408664,0.17906967474489796,5.729903762308903
bcc_0000,0.11898912998915168,0.2279403968525886,0.11241114556009377,0.06020806760204082,3.322489748961299
bcc_0001,0.2382594790902096,0.2986285392376439,0.27968621825299916,0.19748485331632654,6.017321294472656
bcc_0002,0.17434154182749273,0.30092985586612186,0.10952805404393959,0.12342554209183673,4.7570621676750156
bcc_0003,0.1470750649575544,0.25708210044845936,0.05693774795788978,0.16454081632653061,5.492538745067887
bcc_0004,0.35008252950473506,0.3816882441170344,0.17260022941960573,0.1803252551020408,5.749956815689482
bcc_0005,0.13531678967855465,0.25458666829038756,0.1364885060543605,0.05416932397959184,3.151468809609851
bcc_0006,0.07963550516562012,0.5601292098554524,0.21702730274330115,0.028200733418367346,2.2738745816221173
bcc_0007,0.03920074213808522,0.27976330765840574,0.23867365721450806,0.04805086096938776,2.9681571578423207
bcc_0008,0.25497002340271435,0.2058293061584211,0.24535609820189785,0.10281808035714286,4.34181236337131
bcc_0009,0.07450788548874532,0.29397414611114026,0.11682013292001467,0.07651068239795919,3.7453925568651147
bcc_0010,0.07968811659654995,0.28547918044710896,0.12839743574819928,0.027483258928571428,2.244762611144353
bcc_0011,0.11992802139667202,0.2709937520935932,0.21356991037865564,0.14911511479591838,5.228741107200439
bcc_0012,0.09345549230837347,0.3966017418742255,0.07297155452907106,0.0694156568877551,3.567508563374318
bcc_0013,0.05605976104717403,0.20482595568047124,0.1613926324011524,0.05685985331632653,3.228785341274181
bcc_0014,0.13040166243623086,0.3193169421304831,0.17094005258528966,0.15467554209183673,5.325337399492464
bcc_0015,0.12087332836492903,0.3428362145340368,0.25770155984000864,0.04257015306122449,2.793758817727305
bcc_0016,0.22995755082475033,0.19807318810454466,0.1466485271810706,0.15752551020408162,5.374174362735578
bcc_0017,0.08175812614279199,0.2028024993810189,0.052073826435076784,0.11354033801020408,4.562589500701896
bcc_0018,0.13743416239010586,0.7243193119835771,0.11714276404593524,0.06586814413265306,3.4751537120123666
bcc_0019,0.1057238748331143,0.6910329034592031,0.2063600726934173,0.07421875,3.6888680695244513
bcc_0020,0.06997030720210295,0.263929540198662,0.09917403468552873,0.11346061862244898,4.560987467822207
bcc_0021,0.08784703311717046,0.35989771553123473,0.15597005893074392,0.17867107780612246,5.723523021173408
bcc_0022,0.2080506260262316,0.24946553398319482,0.10888905510082848,0.0969985650510204,4.217149139880595
bcc_0023,0.09254469251499409,0.29845688045963215,0.31109733812469076,0.13259327168367346,4.930569089849479
bcc_0024,0.16862838369065258,0.31863668286225444,0.18088890939666935,0.06363600127551021,3.4157631291064
bcc_0025,0.17863661632731487,0.30622488688116645,0.11287389333368386,0.07386001275510204,3.67994217591517
bcc_0026,0.1341082295902878,0.6455897855091441,0.18381427453915644,0.05054209183673469,3.0441280130809263
bcc_0027,0.061323391405649574,0.21701468131256807,0.11333615689562918,0.027323820153061226,2.2382418635669636
bcc_0028,0.13950967385994972,0.389604433874182,0.1531855795406904,0.11796476403061225,4.65063715555991
bcc_0029,0.21402811631535357,0.19317545220730126,0.19605645284194026,0.11369977678571429,4.565791880110511
bcc_0030,0.07783069159001044,0.26564483421212204,0.18649239426407835,0.08711336096938775,3.996489628759956
bcc_0031,0.05557122365399603,0.33755584450805975,0.2284931557437407,0.04565927933673469,2.893349063824155
bcc_0032,0.07925399298747804,0.3038697968594476,0.264597718428157,0.055006377551020405,3.1757245623519057
bcc_0033,0.20309065166196683,0.42633064963628897,0.262927369435624,0.17942841198979592,5.735640360203862
bcc_0034,0.11157235583193426,0.806257219677872,0.24438645966675668,0.06698421556122448,3.504471587285111
bcc_0035,0.0870667239560059,0.2178587047561732,0.25047212308186567,0.04665577168367347,2.9247516447865256
bcc_0036,0.038415806197666935,0.27354815235039653,0.1745741632172193,0.02010921556122449,1.9201443120573725
bcc_0037,0.07392291930927919,0.3684036741686877,0.15691042955861723,0.061403858418367346,3.3553214728565366
bcc_0038,0.05626344994575616,0.3297128147041227,0.21642796850591822,0.05351163903061224,3.1322789511953033
bcc_0039,0.24102642612949887,0.42470001818795844,0.09428175979585196,0.23455436862244897,6.557798505821189
akiec_0000,0.2006173315154237,0.229543846150696,0.18547604853105856,0.07965959821428571,3.821689165962691
akiec_0001,0.0877773356287288,0.22302036400688807,0.12007010977014998,0.12143255739795919,4.718499095054081
akiec_0002,0.06687403107802536,0.19492045387042833,0.22496469343131167,0.026486766581632654,2.203691403496017
akiec_0003,0.1265601153731437,0.20639902458202541,0.04612354443843364,0.06584821428571429,3.474627930375042
akiec_0004,0.04096376071294627,0.3378663058557031,0.046524981991446404,0.022879464285714284,2.048138074323488
akiec_0005,0.0764843905191489,0.3029264949150059,0.1848476289599463,0.024952168367346938,2.138899857140632
akiec_0006,0.030886189624963034,0.20466959131961715,0.23667970642692365,0.03970025510204082,2.697944143492761
akiec_0007,0.14501350974238514,0.4203587519043097,0.11116109592787125,0.11009247448979592,4.492779681014233
akiec_0008,0.108320239933829,0.5462593854340599,0.10079875590937434,0.048828125,2.9920671030107453
akiec_0009,0.10925633064217422,0.2954843584124991,0.2981201298684292,0.057537468112244895,3.247967530231884
akiec_0010,0.08970646343880895,0.41188669581430415,0.2670262565400199,0.05058195153061224,3.0453281424447516
akiec_0011,0.07511707617618146,0.3954108556712589,0.10800871814704846,0.03188775510204082,2.4179553580618123
akiec_0012,0.04746700056721931,0.2936413635464,0.03210258390257476,0.04440369897959184,2.853289776408963
akiec_0013,0.09330141678684944,0.3753263231552516,0.2240159142046593,0.10000797193877552,4.2820685505039195
akiec_0014,0.10878566778419119,0.34566408254484204,0.015551023195818215,0.13946906887755103,5.056793931115819
akiec_0015,0.0529473472784,0.3161410923096053,0.11596956000344005,0.01887356505102041,1.8602155761430075
akiec_0016,0.05594700734442026,0.22383864569432987,0.05342676739533253,0.05678013392857143,3.226521115651203
akiec_0017,0.12040019180999706,0.2643975619731127,0.11916791981328692,0.12157206632653061,4.721208762914757
akiec_0018,0.11102526859880935,0.29806985407812014,0.24068165235962005,0.04906728316326531,2.9993856637269842
akiec_0019,0.16346664302121894,0.27800949609253833,0.156666165808511,0.07306281887755102,3.6600289227326854
akiec_0020,0.052215826154139666,0.22524400005575906,0.24899684200107014,0.07118941326530612,3.612800764443974
akiec_0021,0.11336330509700132,0.2585989357043428,0.04469834100854553,0.08266900510204081,3.893208482017847
akiec_0022,0.04025249967271005,0.28799012912771915,0.30663378182608253,0.03362165178571429,2.482823391273679
akiec_0023,0.061357793276015204,0.22077105078853654,0.09665498467291614,0.07800542091836735,3.7818012206942684
akiec_0024,0.1352912853040381,0.2383728355478747,0.14541380026846865,0.16043526785714285,5.423582206111428
akiec_0025,0.028883366361602825,0.36490161849629976,0.12117426091697547,0.02170360331632653,1.9948131704009955
akiec_0026,0.11258103917397366,0.3030013870179311,0.23877960665560985,0.1485969387755102,5.219648245742428
akiec_0027,0.4274835251291096,0.3977315494202762,0.14069413562730904,0.259586256377551,6.898857159857043
akiec_0028,0.08238148309862547,0.31004642557202255,0.002844263344220245,0.0392219387755102,2.6816422169452787
akiec_0029,0.16717543240417732,0.20154689850834107,0.2766133170515014,0.06556919642857142,3.467258615758063
akiec_0030,0.09059065040319791,0.18952155250929958,0.0777270041536579,0.05038265306122449,3.0393227567101406
akiec_0031,0.12822520507204704,0.27971573442022735,0.005989599009321662,0.10024713010204081,4.287185543228399
akiec_0032,0.08604818533644454,0.263212734336119,0.030573700327368107,0.17964764030612246,5.7391432361355434
akiec_0033,0.02477605861040677,0.2034405616746856,0.12662419277318143,0.04047751913265306,2.7242267227004793
akiec_0034,0.08710012492364871,0.2384927077754686,0.138735915370635,0.12165178571428571,4.722756446537026
akiec_0035,0.23076789062084035,0.24190694821785552,0.16664518955608437,0.1407047193877551,5.07914530715267
akiec_0036,0.06094829515437772,0.18690862527155228,0.1801544670998546,0.06604751275510204,3.479882171892063
akiec_0037,0.055851768584968764,0.48321711413687685,0.28340258988284883,0.027981505102040817,2.265018955696905
akiec_0038,0.03652174037737144,0.25957995398541134,0.2817243949986577,0.03651147959183673,2.5873252192271665
akiec_0039,0.08968525273359396,0.19460778180391347,0.03980072609180302,0.11471619897959184,4.586154482636126
bkl_0000,0.12780178722458324,0.21862197211605194,0.17742693598777468,0.08799027423469388,4.016554285193883
bkl_0001,0.22456564083919306,0.22017434979057515,0.406836538020787,0.11676897321428571,4.627005716272148
bkl_0002,0.06740137938259161,0.19501952770589914,0.03384793650978664,0.1080795599489796,4.451517543205309
bkl_0003,0.22652475983532694,0.2158109756029294,0.21103081909861335,0.1299426020408163,4.881036832767993
bkl_0004,0.1520130785598015,0.2109147235996509,0.14807704213700582,0.20575573979591838,6.142034972456103
bkl_0005,0.09728695462443726,0.20308525197357707,0.04370580899919144,0.1994579081632653,6.047305867114861
bkl_0006,0.22932630021776124,0.20347756193260713,0.15132254319752853,0.2597058354591837,6.900445965119698
bkl_0007,0.33538525306610245,0.1938344295598643,0.23645137063282898,0.5467354910714286,10.012094469934707
bkl_0008,0.08517010152585414,0.19641660712240616,0.0690217734922429,0.41890545280612246,8.76383741716972
bkl_0009,0.1170329679658143,0.21309598644172045,0.04461632408945688,0.2590880102040816,6.892233195622165
bkl_0010,0.35754466864659606,0.1827813938133347,0.02511214724669567,0.39415258290816324,8.500970200595793
bkl_0011,0.30541322970790974,0.1922477003665154,0.20692607936002586,0.6043327487244898,10.526266714987356
bkl_0012,0.5447637943841078,0.19798891681779096,0.3707583967027449,0.39072464923469385,8.463923128739287
bkl_0013,0.1395337051629595,0.2011268159094216,0.0665850297113863,0.2119738520408163,6.2341529244173906
bkl_0014,0.21043102360875288,0.20476493290173947,0.39181743143976944,0.4457908163265306,9.040695959263646
bkl_0015,0.3673587581466842,0.21064145201414963,0.0004033821601881508,0.3327487244897959,7.810781789629352
bkl_0016,0.24483582215957156,0.21309598644172045,0.037467185495006904,0.2572544642857143,6.867801992363006
bkl_0017,0.5051240746531656,0.19250458430126338,0.01741472891138325,0.5273636798469388,9.833121681129416
bkl_0018,0.2018758992302624,0.20155531392398363,0.2184885691585081,0.10146285076530612,4.3131030597351625
bkl_0019,0.43470541270561835,0.1920325856020847,0.17197047516674058,0.3357780612244898,7.846255822747281
bkl_0020,0.03800677877142178,0.21380490625634396,0.13127731261643505,0.12458147321428571,4.7792861795714
bkl_0021,0.5268212936151793,0.18348362288238806,0.20677442744632404,0.4016860650510204,8.58182567366938
bkl_0022,0.3225043498554958,0.19116719489985345,0.02347773326641168,0.18923389668367346,5.890277717266419
bkl_0023,0.03016654790855,0.20883667838911868,0.0954039733714472,0.1595184948979592,5.408064056405313
bkl_0024,0.19385054961844628,0.2267117776555685,0.19144806904146466,0.16125239158163265,5.437376271406918
bkl_0025,0.13140072869349262,0.1922839230734067,0.019618062291912867,0.17751514668367346,5.704978514839886
bkl_0026,0.4319868536374113,0.19765741506266066,0.049705112456681105,0.40003188775510207,8.564137101007839
bkl_0027,0.23181992799606355,0.21475654421117885,0.0838077255226913,0.4600406568877551,9.184053666061734
bkl_0028,0.09581955253791263,0.2109823498410932,0.005459871293048254,0.1286670918367347,4.8570217457094635
bkl_0029,0.2436199855240193,0.20261708427456304,0.1045035536363353,0.1669323979591837,5.532311449529067
bkl_0030,0.1918173653885915,0.20590762499137738,0.08726219507887592,0.33727279974489793,7.863700496828427
bkl_0031,0.4477911509724297,0.18916556852420474,0.06996152637792216,0.25566007653061223,6.846486602676316
bkl_0032,0.09343124651035328,0.20319917991243086,0.27469921962633503,0.24240672831632654,6.666665123277129
bkl_0033,0.13409856304235612,0.20413477839411454,0.06831343110802196,0.3374521683673469,7.865791257842948
bkl_0034,0.24602935900954892,0.20321614304707436,0.21039551142245003,0.20733019770408162,6.165489837878402
bkl_0035,0.23469065553739676,0.20625047638454086,0.07782515215802832,0.21763392857142858,6.316836065245189
bkl_0036,0.6272629081150388,0.22779109322530922,0.14122558833474996,0.46992586096938777,9.28220120748908
bkl_0037,0.2594902763273855,0.20852033087495292,0.14726336036199864,0.24330357142857142,6.678986218477628
bkl_0038,0.09647326217465846,0.20474503651274378,0.19317662011580755,0.16101323341836735,5.433342608929345
bkl_0039,0.17515297333755708,0.21838469771489344,0.36478634955926525,0.2714245854591837,7.054413246279049
df_0000,0.16539961166547712,0.19353694331817162,0.22175605237661988,0.13703762755102042,5.012521183806539
df_0001,0.09019387610920004,0.21761723651469478,0.1722491511662679,0.04862882653061224,2.9859545999913055
df_0002,0.07547075584808949,0.20881577463701606,0.0235013894438918,0.04193239795918367,2.7727528143268514
df_0003,0.13592293599145155,0.19375391685948518,0.13309166542867404,0.07296316964285714,3.6575321430419234
df_0004,0.12914323254418592,0.20598556596425455,0.21015266844153796,0.13673867984693877,5.007050789091768
df_0005,0.18909183559892062,0.20474503651274378,0.1281674237503942,0.16358418367346939,5.476548787572746
df_0006,0.019382444224748663,0.19740148321055773,0.12436736398378334,0.03834502551020408,2.6514950512078546
df_0007,0.16675988447835444,0.18795575643694962,0.2525164054801657,0.09080038265306123,4.080187722816018
df_0008,0.04750646253804869,0.17932485472276438,0.10052015228692539,0.06291852678571429,3.396452755686026
df_0009,0.0907155815990468,0.19082699970266148,0.20096679598762007,0.08779097576530612,4.012002947431553
df_0010,0.04948550594115797,0.20334755851751363,0.18969768423082656,0.03637197066326531,2.58237745441134
df_0011,0.12227095177923109,0.20064674044270758,0.029904872464132048,0.1717952806122449,5.6123134678946185
df_0012,0.018896005751094735,0.21385417500840176,0.039268281805756935,0.1025390625,4.335917163960831
df_0013,0.060981817983176256,0.20607658995265987,0.2414270290748203,0.058274872448979595,3.2687143615750727
df_0014,0.16137540659494765,0.20184982035140653,0.15937385068217166,0.0833266900510204,3.90866428774566
df_0015,0.08129451279871647,0.2095129831856769,0.0994048807725933,0.15553252551020408,5.340069599170559
df_0016,0.09099531170330832,0.2057957039084538,0.0905370936638501,0.11240433673469388,4.539707160199752
df_0017,0.02004661507043426,0.1878996633945108,0.045511480074208445,0.04241071428571429,2.7885221517967493
df_0018,0.12629698936492695,0.21093568951999053,0.0675151262352937,0.09789540816326531,4.236600041152112
df_0019,0.13666766821460685,0.20326854127502414,0.1483601833529048,0.09121890943877552,4.0895803296193245
df_0020,0.09525910351833333,0.18795575643694962,0.12060457622714252,0.09080038265306123,4.080187722816018
df_0021,0.12316640392222744,0.20704023852859488,0.16095348699619463,0.15953842474489796,5.408401880939884
df_0022,0.22672185362130337,0.19608465037457612,0.12250644392731376,0.12029655612244898,4.696376460472467
df_0023,0.09306599956788197,0.1942050171983195,0.017811113548216448,0.05319276147959184,3.1229323314739545
df_0024,0.014605479280987543,0.17932485472276438,0.19728290730964304,0.06291852678571429,3.396452755686026
df_0025,0.06293995480544634,0.20603243831255125,0.09654825545806281,0.0782047193877551,3.786629259454182
df_0026,0.07105178864061268,0.20823467530472806,0.04878312639013044,0.10907605229591837,4.471991929332386
df_0027,0.15963700687508064,0.17672621482506734,0.04629000462572855,0.06544961734693877,3.4640955389715504
df_0028,0.061189777902630915,0.212153019860426,0.2005800493358854,0.07270408163265306,3.6510325250484983
df_0029,0.09264977637667515,0.21686345887136682,0.16996647593268807,0.12222975127551021,4.733962020640393
df_0030,0.20270065310660157,0.21707303532249844,0.12491897550747919,0.09933035714285714,4.267537085228571
df_0031,0.1185896667911227,0.21385417500840176,0.07814502352889954,0.1025390625,4.335917163960831
df_0032,0.12999223344438748,0.1809159611383544,0.1641373694808147,0.08428332270408163,3.9310369824902036
df_0033,0.1862634421838152,0.18876332181338396,0.08839213060593848,0.13099888392857142,4.900835249638589
df_0034,0.29143066579283006,0.19104594160025024,0.09159885116321133,0.15712691326530612,5.367370746432988
df_0035,0.07193525799996536,0.20506935992472308,0.1913588001012626,0.04856903698979592,2.9841184075864478
df_0036,0.1354672370123816,0.19796115232664324,0.18919996248696633,0.0702327806122449,3.5884445265545866
df_0037,0.06544743914551021,0.19162796501085289,0.050605280520092895,0.04721380739795918,2.942190693287764
df_0038,0.1531579102490621,0.2069809971108113,0.210511477643192,0.2158203125,6.290460851656457
df_0039,0.01710607270382236,0.1975672980887867,0.12796289079950846,0.08189174107142858,3.874863049087954
vasc_0000,0.0,0.2016101350029076,0.448443570844912,0.024553571428571428,2.1217472157296373
vasc_0001,0.09564498118030007,0.2391221238138066,0.38621902214806975,0.04105548469387755,2.743606968250742
vasc_0002,0.05382155887756168,0.283331694281159,0.2043520675624157,0.027503188775510203,2.2455763732197136
vasc_0003,0.09524750440007212,0.2927472806436152,0.20764966779267938,0.03962053571428571,2.695234003036274
vasc_0004,0.06026387354915341,0.2542373995186795,0.2413028052829788,0.020348373724489797,1.9315286666208524
vasc_0005,0.010417190332289272,0.1608497897540474,0.3215109753968155,0.008629623724489796,1.257859792758136
vasc_0006,0.03309340089830204,0.24208680471809518,0.32896067827078934,0.04253029336734694,2.792450571896859
vasc_0007,0.06913212428625004,0.2531270371176443,0.19383560546881595,0.030412946428571428,2.361378223268513
vasc_0008,0.03542975243608648,0.22673663701085456,0.33647188888982565,0.009885204081632654,1.3462605673530466
vasc_0009,0.019060688435561968,0.21267885130459474,0.24977909665054915,0.009207589285714286,1.2992995104271283
vasc_0010,0.03809335808579806,0.2250577292442686,0.39127922598216563,0.028260522959183673,2.2762837730959915
vasc_0011,0.029370122465047332,0.2826999161706143,0.3033629341121379,0.010722257653061224,1.4021014061726127
vasc_0012,0.028709953146182743,0.2343935507025493,0.4300577978059855,0.01012436224489796,1.362448650798112
vasc_0013,0.013010632127763766,0.36203176211094323,0.38650119552827955,0.02379623724489796,2.0887691781905793
vasc_0014,0.08671589014659475,0.22944056468121443,0.16622688306133857,0.04049744897959184,2.724897301596224
vasc_0015,0.03696748264048233,0.27050432469974517,0.27240085121666985,0.021245216836734693,1.97363523242583
vasc_0016,0.05801225877495353,0.2250577292442686,0.3551480445496186,0.028260522959183673,2.2762837730959915
vasc_0017,0.024637907097561418,0.283211681119261,0.2808831983084635,0.021643813775510203,1.9920635989075022
vasc_0018,0.023342793700864117,0.21267885130459474,0.25686217899152586,0.009207589285714286,1.2992995104271283
vasc_0019,0.07711005577019858,0.24243424537849922,0.23843007111387868,0.03142936862244898,2.400513394973483
vasc_0020,0.05792613831094229,0.2867916994727472,0.12152916504436502,0.03828523596938776,2.6494270708715084
vasc_0021,0.03033230713716628,0.30112626094744477,0.14397740011316312,0.028160873724489797,2.2722670348806244
vasc_0022,0.01942122045150263,0.1608497897540474,0.37947348909966566,0.008629623724489796,1.257859792758136
vasc_0023,0.04274560991080034,0.3061613498259942,0.32028429156056076,0.04705436862244898,2.937218673354307
vasc_0024,0.010681243809282814,0.24256052921443239,0.3119045927202633,0.015644929846938774,1.6936478510083208
vasc_0025,0.0841994969242611,0.31642010447465674,0.24066822801822013,0.05024314413265306,3.035111916628317
vasc_0026,0.028547954594854485,0.2648067541781477,0.32358718442433543,0.01034359056122449,1.3771205718245796
vasc_0027,0.06894190904325792,0.20465636594660586,0.1755907679600036,0.0292171556122449,2.314489805349662
vasc_0028,0.09059889544276967,0.24246017670486897,0.21158533772094412,0.03850446428571429,2.657001796602261
vasc_0029,0.10835825861001691,0.245682515393427,0.16425538681777702,0.043825733418367346,2.8346595189901165
vasc_0030,0.01645548214344228,0.23858778378679324,0.42604354344811857,0.00972576530612245,1.3353594926617507
vasc_0031,0.012096718421545138,0.2400106578447232,0.1912112936461859,0.009905133928571428,1.347617001518137
vasc_0032,0.03834709921344148,0.23131432250212058,0.344921279521269,0.03930165816326531,2.6843660797266717
vasc_0033,0.05423554176654932,0.3272153054593766,0.1850141314627435,0.05739795918367347,3.2440275283116344
vasc_0034,0.08443842286986547,0.2811423629417732,0.20947862242464454,0.038584183673469385,2.6597508938679937
