image_id,class_name,class_idx,image_path,mask_path
mel_0011,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0011.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0011.png
mel_0012,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0012.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0012.png
mel_0013,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0013.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0013.png
mel_0014,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0014.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0014.png
mel_0015,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0015.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0015.png
mel_0016,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0016.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0016.png
mel_0017,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0017.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0017.png
mel_0018,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0018.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0018.png
mel_0019,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0019.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0019.png
mel_0020,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0020.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0020.png
mel_0021,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0021.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0021.png
mel_0022,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0022.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0022.png
mel_0023,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0023.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0023.png
mel_0024,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0024.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0024.png
mel_0025,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0025.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0025.png
mel_0026,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0026.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0026.png
mel_0027,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0027.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0027.png
mel_0028,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0028.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0028.png
mel_0029,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0029.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0029.png
mel_0030,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0030.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0030.png
mel_0031,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0031.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0031.png
mel_0032,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0032.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0032.png
mel_0033,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0033.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0033.png
mel_0034,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0034.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0034.png
mel_0035,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0035.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0035.png
mel_0036,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0036.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0036.png
mel_0037,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0037.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0037.png
mel_0038,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0038.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0038.png
mel_0039,mel,0,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/mel_0039.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/mel_0039.png
nv_0000,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0000.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0000.png
nv_0001,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0001.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0001.png
nv_0002,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0002.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0002.png
nv_0003,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0003.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0003.png
nv_0004,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0004.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0004.png
nv_0005,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0005.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0005.png
nv_0006,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0006.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0006.png
nv_0007,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0007.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0007.png
nv_0008,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0008.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0008.png
nv_0009,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0009.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0009.png
nv_0010,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0010.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0010.png
nv_0011,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0011.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0011.png
nv_0012,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0012.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0012.png
nv_0013,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0013.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0013.png
nv_0014,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0014.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0014.png
nv_0015,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0015.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0015.png
nv_0016,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0016.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0016.png
nv_0017,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0017.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0017.png
nv_0018,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0018.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0018.png
nv_0019,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0019.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0019.png
nv_0020,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0020.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0020.png
nv_0021,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0021.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0021.png
nv_0022,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0022.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0022.png
nv_0023,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0023.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0023.png
nv_0024,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0024.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0024.png
nv_0025,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0025.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0025.png
nv_0026,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0026.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0026.png
nv_0027,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0027.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0027.png
nv_0028,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0028.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0028.png
nv_0029,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0029.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0029.png
nv_0030,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0030.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0030.png
nv_0031,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0031.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0031.png
nv_0032,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0032.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0032.png
nv_0033,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0033.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0033.png
nv_0034,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0034.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0034.png
nv_0035,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0035.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0035.png
nv_0036,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0036.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0036.png
nv_0037,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0037.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0037.png
nv_0038,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0038.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0038.png
nv_0039,nv,1,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/nv_0039.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/nv_0039.png
bcc_0000,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0000.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0000.png
bcc_0001,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0001.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0001.png
bcc_0002,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0002.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0002.png
bcc_0003,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0003.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0003.png
bcc_0004,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0004.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0004.png
bcc_0005,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0005.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0005.png
bcc_0006,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0006.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0006.png
bcc_0007,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0007.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0007.png
bcc_0008,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0008.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0008.png
bcc_0009,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0009.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0009.png
bcc_0010,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0010.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0010.png
bcc_0011,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0011.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0011.png
bcc_0012,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0012.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0012.png
bcc_0013,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0013.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0013.png
bcc_0014,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0014.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0014.png
bcc_0015,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0015.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0015.png
bcc_0016,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0016.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0016.png
bcc_0017,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0017.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0017.png
bcc_0018,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0018.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0018.png
bcc_0019,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0019.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0019.png
bcc_0020,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0020.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0020.png
bcc_0021,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0021.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0021.png
bcc_0022,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0022.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0022.png
bcc_0023,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0023.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0023.png
bcc_0024,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0024.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0024.png
bcc_0025,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0025.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0025.png
bcc_0026,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0026.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0026.png
bcc_0027,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0027.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0027.png
bcc_0028,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0028.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0028.png
bcc_0029,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0029.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0029.png
bcc_0030,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0030.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0030.png
bcc_0031,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0031.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0031.png
bcc_0032,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0032.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0032.png
bcc_0033,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0033.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0033.png
bcc_0034,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0034.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0034.png
bcc_0035,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0035.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0035.png
bcc_0036,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0036.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0036.png
bcc_0037,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0037.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0037.png
bcc_0038,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0038.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0038.png
bcc_0039,bcc,2,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/bcc_0039.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/bcc_0039.png
akiec_0000,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0000.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0000.png
akiec_0001,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0001.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0001.png
akiec_0002,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0002.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0002.png
akiec_0003,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0003.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0003.png
akiec_0004,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0004.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0004.png
akiec_0005,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0005.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0005.png
akiec_0006,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0006.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0006.png
akiec_0007,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0007.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0007.png
akiec_0008,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0008.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0008.png
akiec_0009,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0009.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0009.png
akiec_0010,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0010.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0010.png
akiec_0011,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0011.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0011.png
akiec_0012,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0012.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0012.png
akiec_0013,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0013.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0013.png
akiec_0014,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0014.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0014.png
akiec_0015,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0015.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0015.png
akiec_0016,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0016.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0016.png
akiec_0017,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0017.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0017.png
akiec_0018,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0018.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0018.png
akiec_0019,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0019.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0019.png
akiec_0020,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0020.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0020.png
akiec_0021,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0021.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0021.png
akiec_0022,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0022.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0022.png
akiec_0023,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0023.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0023.png
akiec_0024,akiec,3,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/images/akiec_0024.jpg,/Users/karan/Documents/CBM-Neuro-approach/data/synthetic/masks/akiec_0024.png
